Atom,Name,biotech,bluespace,combat,engineering,magnets,materials,plasmatech,powerstorage,programming,syndicate
/obj/item/mecha_parts/mecha_equipment/tool/drill/diamonddrill,"Diamond Drill",,,,3,,4,,,,
/obj/item/mecha_parts/mecha_equipment/tool/extinguisher,"Extinguisher",,,,,,2,,,,
/obj/item/mecha_parts/mecha_equipment/tool/hydraulic_clamp,"Hydraulic Clamp",,,,,,2,,,,
/obj/item/mecha_parts/mecha_equipment/tool/rcd,"Mounted RCD",,3,,,4,4,,4,,
/obj/item/mecha_parts/mecha_equipment/tool/safety_clamp,"KILL CLAMP",,,,,,2,,,,
/obj/item/mecha_parts/mecha_equipment/tool/sleeper,"Mounted Sleeper",3,,,,,,,,2,
/obj/item/mecha_parts/mecha_equipment/tool/syringe_gun,"Syringe Gun",4,,,,4,3,,,3,
/obj/item/mecha_parts/mecha_equipment/weapon,"mecha weapon",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/ballistic,"General Ballisic Weapon",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/ballistic/lmg,"Ultra AC 2",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/ballistic/missile_rack,"SRM-8 Missile Rack",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/ballistic/missile_rack/banana_mortar,"Banana Mortar",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/ballistic/missile_rack/bolas,"PCMK-6 Bolas Launcher",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/ballistic/missile_rack/flashbang,"SGL-6 Grenade Launcher",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/ballistic/missile_rack/flashbang/clusterbang,"SOP-6 Grenade Launcher",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/ballistic/missile_rack/flashbang/clusterbang/limited,"SOP-6 Grenade Launcher",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/ballistic/missile_rack/mousetrap_mortar,"Mousetrap Mortar",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/ballistic/scattershot,"LBX AC 10 \""Scattershot\""",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/energy,"General Energy Weapon",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/energy/ion,"mkIV Ion Heavy Cannon",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/energy/laser,"CH-PS \""Immolator\"" Laser",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/energy/laser/heavy,"CH-LC \""Solaris\"" Laser Cannon",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/energy/pulse,"eZ-13 MK2 heavy pulse rifle",,,6,,,3,,4,,
/obj/item/mecha_parts/mecha_equipment/weapon/energy/taser,"\improper PBT \""Pacifier\"" mounted taser",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/weapon/honker,"\improper HoNkER BlAsT 5000",,,3,,,3,,,,
/obj/item/mecha_parts/mecha_equipment/wormhole_generator,"Wormhole Generator",,3,,,,,,,,
/obj/item/mecha_parts/mecha_tracking,"Exosuit tracking beacon",,,,,2,,,,2,
/obj/item/mecha_parts/part,"mecha part",,,,,,2,,,2,
/obj/item/mecha_parts/part/durand_armour,"Durand Armour Plates",,,4,5,,5,,,,
/obj/item/mecha_parts/part/durand_head,"Durand Head",,,,3,3,3,,,2,
/obj/item/mecha_parts/part/durand_left_arm,"Durand Left Arm",,,,3,,3,,,2,
/obj/item/mecha_parts/part/durand_left_leg,"Durand Left Leg",,,,3,,3,,,2,
/obj/item/mecha_parts/part/durand_right_arm,"Durand Right Arm",,,,3,,3,,,2,
/obj/item/mecha_parts/part/durand_right_leg,"Durand Right Leg",,,,3,,3,,,2,
/obj/item/mecha_parts/part/durand_torso,"Durand Torso",3,,,3,,3,,,2,
/obj/item/mecha_parts/part/gygax_armour,"Gygax Armour Plates",,,4,5,,6,,,,
/obj/item/mecha_parts/part/gygax_head,"Gygax Head",,,,3,3,2,,,2,
/obj/item/mecha_parts/part/gygax_left_arm,"Gygax Left Arm",,,,3,,2,,,2,
/obj/item/mecha_parts/part/gygax_left_leg,"Gygax Left Leg",,,,3,,2,,,2,
/obj/item/mecha_parts/part/gygax_right_arm,"Gygax Right Arm",,,,3,,2,,,2,
/obj/item/mecha_parts/part/gygax_right_leg,"Gygax Right Leg",,,,3,,2,,,2,
/obj/item/mecha_parts/part/gygax_torso,"Gygax Torso",3,,,3,,2,,,2,
/obj/item/mecha_parts/part/honker_head,"H.O.N.K Head",,,,,,2,,,2,
/obj/item/mecha_parts/part/honker_left_arm,"H.O.N.K Left Arm",,,,,,2,,,2,
/obj/item/mecha_parts/part/honker_left_leg,"H.O.N.K Left Leg",,,,,,2,,,2,
/obj/item/mecha_parts/part/honker_right_arm,"H.O.N.K Right Arm",,,,,,2,,,2,
/obj/item/mecha_parts/part/honker_right_leg,"H.O.N.K Right Leg",,,,,,2,,,2,
/obj/item/mecha_parts/part/honker_torso,"H.O.N.K Torso",,,,,,2,,,2,
/obj/item/mecha_parts/part/odysseus_head,"Odysseus Head",,,,,,2,,,3,
/obj/item/mecha_parts/part/odysseus_left_arm,"Odysseus Left Arm",,,,2,,2,,,2,
/obj/item/mecha_parts/part/odysseus_left_leg,"Odysseus Left Leg",,,,2,,2,,,2,
/obj/item/mecha_parts/part/odysseus_right_arm,"Odysseus Right Arm",,,,2,,2,,,2,
/obj/item/mecha_parts/part/odysseus_right_leg,"Odysseus Right Leg",,,,2,,2,,,2,
/obj/item/mecha_parts/part/odysseus_torso,"Odysseus Torso",2,,,2,,2,,,2,
/obj/item/mecha_parts/part/phazon_head,"Phazon Head",,,,,6,9,,,5,
/obj/item/mecha_parts/part/phazon_left_arm,"Phazon Left Arm",,6,,,2,9,,,,
/obj/item/mecha_parts/part/phazon_left_leg,"Phazon Left Leg",,6,,,3,9,,,,
/obj/item/mecha_parts/part/phazon_phase_array,"Phase Array",,10,,,3,9,,,,
/obj/item/mecha_parts/part/phazon_right_arm,"Phazon Right Arm",,6,,,2,9,,,,
/obj/item/mecha_parts/part/phazon_right_leg,"Phazon Right Leg",,6,,,3,9,,,,
/obj/item/mecha_parts/part/phazon_torso,"Phazon Torso",,10,,,,9,,6,5,
/obj/item/mecha_parts/part/ripley_left_arm,"Ripley Left Arm",,,,2,,2,,,2,
/obj/item/mecha_parts/part/ripley_left_leg,"Ripley Left Leg",,,,2,,2,,,2,
/obj/item/mecha_parts/part/ripley_right_arm,"Ripley Right Arm",,,,2,,2,,,2,
/obj/item/mecha_parts/part/ripley_right_leg,"Ripley Right Leg",,,,2,,2,,,2,
/obj/item/mecha_parts/part/ripley_torso,"Ripley Torso",2,,,2,,2,,,2,
/obj/item/pod_parts,"mecha part",,,,,,2,,,2,
/obj/item/pod_parts/core,"Space Pod Core",,2,,3,,3,,,2,
/obj/item/slime_extract,"slime extract",4,,,,,,,,,
/obj/item/slime_extract/adamantine,"adamantine slime extract",4,,,,,,,,,
/obj/item/slime_extract/black,"black slime extract",4,,,,,,,,,
/obj/item/slime_extract/blue,"blue slime extract",4,,,,,,,,,
/obj/item/slime_extract/bluespace,"bluespace slime extract",4,,,,,,,,,
/obj/item/slime_extract/cerulean,"cerulean slime extract",4,,,,,,,,,
/obj/item/slime_extract/darkblue,"dark blue slime extract",4,,,,,,,,,
/obj/item/slime_extract/darkpurple,"dark purple slime extract",4,,,,,,,,,
/obj/item/slime_extract/gold,"gold slime extract",4,,,,,,,,,
/obj/item/slime_extract/green,"green slime extract",4,,,,,,,,,
/obj/item/slime_extract/grey,"grey slime extract",4,,,,,,,,,
/obj/item/slime_extract/lightpink,"light pink slime extract",4,,,,,,,,,
/obj/item/slime_extract/metal,"metal slime extract",4,,,,,,,,,
/obj/item/slime_extract/oil,"oil slime extract",4,,,,,,,,,
/obj/item/slime_extract/orange,"orange slime extract",4,,,,,,,,,
/obj/item/slime_extract/pink,"pink slime extract",4,,,,,,,,,
/obj/item/slime_extract/purple,"purple slime extract",4,,,,,,,,,
/obj/item/slime_extract/pyrite,"pyrite slime extract",4,,,,,,,,,
/obj/item/slime_extract/red,"red slime extract",4,,,,,,,,,
/obj/item/slime_extract/sepia,"sepia slime extract",4,,,,,,,,,
/obj/item/slime_extract/silver,"silver slime extract",4,,,,,,,,,
/obj/item/slime_extract/yellow,"yellow slime extract",4,,,,,,,,,
/obj/item/stack,"item",,,,,,1,,,,
/obj/item/stack/light_w,"wired glass tiles",,,,,,1,,,,
/obj/item/stack/medical,"medical pack",,,,,,1,,,,
/obj/item/stack/medical/advanced,"medical pack",,,,,,1,,,,
/obj/item/stack/medical/advanced/bruise_pack,"advanced trauma kit",2,,,,,,,,,
/obj/item/stack/medical/advanced/ointment,"advanced burn kit",2,,,,,,,,,
/obj/item/stack/medical/bruise_pack,"roll of gauze",1,,,,,,,,,
/obj/item/stack/medical/bruise_pack/tajaran,"\improper S'rendarr's Hand leaf",1,,,,,,,,,
/obj/item/stack/medical/ointment,"ointment",1,,,,,,,,,
/obj/item/stack/medical/ointment/tajaran,"\improper Messa's Tear petals",1,,,,,,,,,
/obj/item/stack/medical/splint,"medical splints",,,,,,1,,,,
/obj/item/stack/nanopaste,"nanopaste",,,,3,,4,,,,
/obj/item/stack/rods,"metal rod",,,,,,1,,,,
/obj/item/stack/sheet,"sheet",,,,,,1,,,,
/obj/item/stack/sheet/animalhide,"sheet",,,,,,1,,,,
/obj/item/stack/sheet/cardboard,"cardboard",,,,,,1,,,,
/obj/item/stack/sheet/charcoal,"charcoal",,,,,,1,,,,
/obj/item/stack/sheet/cloth,"cloth",,,,,,2,,,,
/obj/item/stack/sheet/glass,"glass",,,,,,1,,,,
/obj/item/stack/sheet/glass/cyborg,"glass",,,,,,1,,,,
/obj/item/stack/sheet/glass/plasmaglass,"plasma glass",,,,,,3,2,,,
/obj/item/stack/sheet/glass/plasmarglass,"reinforced plasma glass",,,,,,4,2,,,
/obj/item/stack/sheet/leather,"leather",,,,,,2,,,,
/obj/item/stack/sheet/metal,"metal",,,,,,1,,,,
/obj/item/stack/sheet/metal/cyborg,"metal",,,,,,1,,,,
/obj/item/stack/sheet/mineral,"sheet",,,,,,1,,,,
/obj/item/stack/sheet/mineral/adamantine,"adamantine",,,,,,4,,,,
/obj/item/stack/sheet/mineral/bohrum,"bohrum",,,,,,5,,,,
/obj/item/stack/sheet/mineral/cerenkite,"cerenkite",,,,,,5,,,,
/obj/item/stack/sheet/mineral/char,"char",,,,,,5,,,,
/obj/item/stack/sheet/mineral/claretine,"claretine",,,,,,5,,,,
/obj/item/stack/sheet/mineral/clown,"bananium",,,,,,4,,,,
/obj/item/stack/sheet/mineral/cobryl,"cobryl",,,,,,5,,,,
/obj/item/stack/sheet/mineral/cytine,"cytine",,,,,,5,,,,
/obj/item/stack/sheet/mineral/diamond,"diamond",,,,,,6,,,,
/obj/item/stack/sheet/mineral/enruranium,"enriched uranium",,,,,,5,,,,
/obj/item/stack/sheet/mineral/erebite,"erebite",,,,,,5,,,,
/obj/item/stack/sheet/mineral/gold,"gold",,,,,,4,,,,
/obj/item/stack/sheet/mineral/mauxite,"mauxite",,,,,,5,,,,
/obj/item/stack/sheet/mineral/molitz,"molitz",,,,,,5,,,,
/obj/item/stack/sheet/mineral/mythril,"mythril",,,,,,4,,,,
/obj/item/stack/sheet/mineral/pharosium,"pharosium",,,,,,5,,,,
/obj/item/stack/sheet/mineral/phazon,"phazon",,,,,,9,,,,
/obj/item/stack/sheet/mineral/plasma,"solid plasma",,,,,,2,2,,,
/obj/item/stack/sheet/mineral/plastic,"Plastic",,,,,,3,,,,
/obj/item/stack/sheet/mineral/sandstone,"sandstone bricks",,,,,,1,,,,
/obj/item/stack/sheet/mineral/silver,"silver",,,,,,3,,,,
/obj/item/stack/sheet/mineral/syreline,"syreline",,,,,,5,,,,
/obj/item/stack/sheet/mineral/telecrystal,"telecrystal",,,,,,5,,,,
/obj/item/stack/sheet/mineral/uqill,"uqill",,,,,,5,,,,
/obj/item/stack/sheet/mineral/uranium,"uranium",,,,,,5,,,,
/obj/item/stack/sheet/plasteel,"plasteel",,,,,,2,,,,
/obj/item/stack/sheet/rglass,"reinforced glass",,,,,,2,,,,
/obj/item/stack/sheet/rglass/cyborg,"reinforced glass",,,,,,2,,,,
/obj/item/stack/sheet/wood,"wooden planks",1,,,,,1,,,,
/obj/item/stack/tile,"item",,,,,,1,,,,
/obj/item/stack/tile/carpet,"carpet",,,,,,1,,,,
/obj/item/stack/tile/grass,"grass tile",1,,,,,,,,,
/obj/item/stack/tile/light,"light tile",,,,,,1,,,,
/obj/item/stack/tile/plasteel,"floor tile",,,,,,1,,,,
/obj/item/stack/tile/wood,"wood floor tile",,,,,,1,,,,
/obj/item/weapon/FixOVein,"FixOVein",3,,,,,1,,,,
/obj/item/weapon/SWF_uplink,"station-bounced radio",,,,,1,,,,,
/obj/item/weapon/aiModule,"AI Module",,,,,,,,,3,
/obj/item/weapon/aiModule/core,"AI Module",,,,,,,,,3,
/obj/item/weapon/aiModule/core/antimov,"AI Module",,,,,,,,,4,
/obj/item/weapon/aiModule/core/asimov,"AI Module",,,,,,4,,,3,
/obj/item/weapon/aiModule/core/corp,"AI Module",,,,,,,,,3,
/obj/item/weapon/aiModule/core/nanotrasen,"AI Module",,,,,,,,,3,
/obj/item/weapon/aiModule/core/paladin,"AI Module",,,,,,6,,,3,
/obj/item/weapon/aiModule/core/robocop,"AI Module",,,,,,,,,4,
/obj/item/weapon/aiModule/core/tyrant,"AI Module",,,,,,6,,,3,2
/obj/item/weapon/aiModule/freeform,"AI Module",,,,,,4,,,4,
/obj/item/weapon/aiModule/freeform/core,"AI Module",,,,,,6,,,3,
/obj/item/weapon/aiModule/freeform/syndicate,"AI Module",,,,,,6,,,3,7
/obj/item/weapon/aiModule/keeper,"'Keeper' AI Module",,,,,,,,,3,
/obj/item/weapon/aiModule/purge,"AI Module",,,,,,6,,,3,
/obj/item/weapon/aiModule/reset,"AI Module",,,,,,4,,,3,
/obj/item/weapon/aiModule/standard,"AI Module",,,,,,,,,3,
/obj/item/weapon/aiModule/standard/oxygen,"AI Module",2,,,,,4,,,3,
/obj/item/weapon/aiModule/standard/protectStation,"AI Module",,,,,,4,,,3,
/obj/item/weapon/aiModule/standard/prototypeEngineOffline,"AI Module",,,,,,4,,,3,
/obj/item/weapon/aiModule/standard/quarantine,"AI Module",2,,,,,4,,,3,
/obj/item/weapon/aiModule/standard/teleporterOffline,"AI Module",,,,,,4,,,3,
/obj/item/weapon/aiModule/targetted,"AI Module",,,,,,,,,3,
/obj/item/weapon/aiModule/targetted/oneHuman,"AI Module",,,,,,6,,,3,
/obj/item/weapon/aiModule/targetted/safeguard,"AI Module",,,,,,4,,,3,
/obj/item/weapon/airlock_painter,"airlock painter",,,,1,,,,,,
/obj/item/weapon/autopsy_scanner,"autopsy scanner",1,,,,,1,,,,
/obj/item/weapon/autopsy_scanner/verb,"autopsy scanner",1,,,,,1,,,,
/obj/item/weapon/butch,"Butcher's Cleaver",,,,,,1,,,,
/obj/item/weapon/butch/meatcleaver,"Meat Cleaver",,,,,,1,,,,
/obj/item/weapon/card/emag,"cryptographic sequencer",,,,,2,,,,,2
/obj/item/weapon/card/id/syndicate,"agent card",,,,,,,,,,3
/obj/item/weapon/cautery,"cautery",1,,,,,1,,,,
/obj/item/weapon/cell,"power cell",,,,,,,,1,,
/obj/item/weapon/cell/crap,"\improper Nanotrasen brand rechargable AA battery",,,,,,,,0,,
/obj/item/weapon/cell/crap/empty,"\improper Nanotrasen brand rechargable AA battery",,,,,,,,0,,
/obj/item/weapon/cell/high,"high-capacity power cell",,,,,,,,2,,
/obj/item/weapon/cell/high/empty,"high-capacity power cell",,,,,,,,2,,
/obj/item/weapon/cell/hyper,"hyper-capacity power cell",,,,,,,,6,,
/obj/item/weapon/cell/hyper/empty,"hyper-capacity power cell",,,,,,,,6,,
/obj/item/weapon/cell/potato,"potato battery",,,,,,,,1,,
/obj/item/weapon/cell/secborg,"\improper Security borg rechargable D battery",,,,,,,,0,,
/obj/item/weapon/cell/secborg/empty,"\improper Security borg rechargable D battery",,,,,,,,0,,
/obj/item/weapon/cell/slime,"charged slime core",4,,,,,,,2,,
/obj/item/weapon/cell/super,"super-capacity power cell",,,,,,,,5,,
/obj/item/weapon/cell/super/empty,"super-capacity power cell",,,,,,,,5,,
/obj/item/weapon/cell/temperaturegun,"temperature gun cell",,,,,,,,1,,
/obj/item/weapon/circuitboard,"Circuit board",,,,,,,,,2,
/obj/item/weapon/circuitboard/HolodeckControl,"Circuit board (Holodeck Control)",,,,,,,,,4,
/obj/item/weapon/circuitboard/aicore,"Circuit board (AI core)",2,,,,,,,,4,
/obj/item/weapon/circuitboard/aifixer,"Circuit board (AI Integrity Restorer)",2,,,,,,,,3,
/obj/item/weapon/circuitboard/air_alarm,"Circuit board (Air Alarm)",,,,,,,,,2,
/obj/item/weapon/circuitboard/air_management,"Circuit board (Atmospheric General Monitor)",,,,,,,,,2,
/obj/item/weapon/circuitboard/airlock,"airlock electronics",,,,,,,,,2,
/obj/item/weapon/circuitboard/aiupload,"Circuit board (AI Upload)",,,,,,,,,4,
/obj/item/weapon/circuitboard/arcade,"Circuit board (Arcade)",,,,,,,,,1,
/obj/item/weapon/circuitboard/area_atmos,"Circuit board (Area Air Control)",,,,,,,,,2,
/obj/item/weapon/circuitboard/atmos_alert,"Circuit board (Atmospheric Alert)",,,,,,,,,2,
/obj/item/weapon/circuitboard/atmoscontrol,"\improper Central Atmospherics Computer Circuitboard",,,,,,,,,2,
/obj/item/weapon/circuitboard/atmospheresiphonswitch,"Circuit board (Atmosphere siphon control)",,,,,,,,,2,
/obj/item/weapon/circuitboard/autolathe,"Circuit board (Autolathe)",,,,2,,,,,2,
/obj/item/weapon/circuitboard/bhangmeter,"Circuit board (Bhangmeter)",,,,,,,,,2,
/obj/item/weapon/circuitboard/biogenerator,"Circuit Board (Biogenerator)",3,,,2,,,,,3,
/obj/item/weapon/circuitboard/borgupload,"Circuit board (Cyborg Upload)",,,,,,,,,4,
/obj/item/weapon/circuitboard/card,"Circuit board (ID Computer)",,,,,,,,,2,
/obj/item/weapon/circuitboard/card/centcom,"Circuit board (CentCom ID Computer)",,,,,,,,,2,
/obj/item/weapon/circuitboard/chem_dispenser,"Circuit Board (Chemistry Dispenser)",5,,,4,,,,,3,
/obj/item/weapon/circuitboard/chemmaster3000,"Circuit Board (ChemMaster 3000)",4,,,3,,,,,,
/obj/item/weapon/circuitboard/circuit_imprinter,"Circuit board (Circuit Imprinter)",,,,2,,,,,2,
/obj/item/weapon/circuitboard/clonepod,"Circuit board (Clone Pod)",3,,,,,,,,3,
/obj/item/weapon/circuitboard/clonescanner,"Circuit board (Cloning Scanner)",2,,,,,,,,2,
